name,recclass,mass,year,reclat,reclong,ID,MeteorClass,SecondClass,Group,Family,ChemGroup,PetroType,Breccia,PetroClass,MetaGrade,MarsType,Lithol,Melt,Other
Yamato 982171,L3,8.99,1998,0,0,L3,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 982232,L3,10.25,1998,0,0,L3,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 982233,L3,65.84,1998,0,0,L3,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 982234,L3,37.11,1998,0,0,L3,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 982235,L3,8.84,1998,0,0,L3,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 982240,L3,11.58,1998,0,0,L3,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 982350,L3,4.56,1998,0,0,L3,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 982399,L3,36.3,1998,0,0,L3,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 982400,L3,4.96,1998,0,0,L3,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 982487,L3,3.53,1998,0,0,L3,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 982851,L3,4.96,1998,0,0,L3,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 982878,L3,3.9,1998,0,0,L3,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 982896,L3,7.41,1998,0,0,L3,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 982897,L3,12.19,1998,0,0,L3,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 982898,L3,7.5,1998,0,0,L3,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 982900,L3,6.13,1998,0,0,L3,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 982901,L3,6.31,1998,0,0,L3,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 982902,L3,5.31,1998,0,0,L3,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 982903,L3,4.76,1998,0,0,L3,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 982904,L3,5.4,1998,0,0,L3,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 982905,L3,3.68,1998,0,0,L3,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 982907,L3,3.53,1998,0,0,L3,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 983104,L3,5.05,1998,0,0,L3,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 983114,L3,20.55,1998,0,0,L3,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 984045,L3,15.21,1998,0,0,L3,chondrite,ordinary,L,,,3,0,,,,,,
Yambo no. 2,L3,3.2,1975,NA,NA,L3,chondrite,ordinary,L,,,3,0,,,,,,
Asuka 881244,L3.0,164.11,1988,-72,26,L3.0,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 86134,L3.0,28.9,1986,-84.25739,161.34258,L3.0,chondrite,ordinary,L,,,3,0,,,,,,
Northwest Africa 7731,L3.00,81,2012,0,0,L3.00,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 86549,L3.0-3.7,50.1,1986,-84.25435,161.40881,L3.0-3.7,chondrite,ordinary,L,,,3,1,,,,,,
Reckling Peak 86700,L3.0-3.9,424.1,1986,-76.24103,158.64804,L3.0-3.9,chondrite,ordinary,L,,,3,1,,,,,,
Elephant Moraine 90161,L3.05,9.7,1990,-76.2824,156.51672,L3.05,chondrite,ordinary,L,,,3,0,,,,,,
Queen Alexandra Range 97008,L3.05,452.6,1997,-84,168,L3.05,chondrite,ordinary,L,,,3,0,,,,,,
Asuka 87319,L3.1,650.84,1987,-72,26,L3.1,chondrite,ordinary,L,,,3,0,,,,,,
Asuka 881090,L3.1,142.79,1988,-72,26,L3.1,chondrite,ordinary,L,,,3,0,,,,,,
Asuka 881096,L3.1,285.52,1988,-72,26,L3.1,chondrite,ordinary,L,,,3,0,,,,,,
Asuka 881125,L3.1,403.02,1988,-72,26,L3.1,chondrite,ordinary,L,,,3,0,,,,,,
Asuka 9043,L3.1,134.92,1990,-72,26,L3.1,chondrite,ordinary,L,,,3,0,,,,,,
Grosvenor Mountains 95539,L3.1,269.8,1995,-85.66667,175,L3.1,chondrite,ordinary,L,,,3,0,,,,,,
Jiddat al Harasis 026,L3.1,565,2000,19.22833,55.18,L3.1,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 86018,L3.1,502,1986,-84.27666,161.64926,L3.1,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 86270,L3.1,4.2,1986,-84.25441,161.38531,L3.1,chondrite,ordinary,L,,,3,0,,,,,,
Northwest Africa 2118,L3.1,42,2002,NA,NA,L3.1,chondrite,ordinary,L,,,3,0,,,,,,
Northwest Africa 6714,L3.1,93.7,2010,0,0,L3.1,chondrite,ordinary,L,,,3,0,,,,,,
Paposo 004,L3.1,8250,2011,-25,-70.46667,L3.1,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 790787,L3.1,46.08,1979,-71.5,35.66667,L3.1,chondrite,ordinary,L,,,3,0,,,,,,
Meteorite Hills 96503,L3.10,404,1996,-79.68333,159.75,L3.10,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77176,L3.2,55.4,1977,-76.71667,159.66667,L3.2,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A78015,L3.2,34.9,1978,-76.71667,159.66667,L3.2,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A78170,L3.2,20.9,1978,-76.71667,159.66667,L3.2,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A81145,L3.2,21.1,1981,-76.69167,159.29195,L3.2,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A81162,L3.2,59.4,1981,-76.69139,159.29,L3.2,chondrite,ordinary,L,,,3,0,,,,,,
Asuka 881088,L3.2,97.07,1988,-72,26,L3.2,chondrite,ordinary,L,,,3,0,,,,,,
Grosvenor Mountains 95502,L3.2,5362.7,1995,-85.66667,175,L3.2,chondrite,ordinary,L,,,3,0,,,,,,
Grosvenor Mountains 95544,L3.2,626,1995,-85.66667,175,L3.2,chondrite,ordinary,L,,,3,0,,,,,,
Gunlock,L3.2,6800,1982,37.28333,-113.78333,L3.2,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 86144,L3.2,11.1,1986,-84.25638,161.37743,L3.2,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 86158,L3.2,8.6,1986,-84.25682,161.41569,L3.2,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 86207,L3.2,17.7,1986,-84.25643,161.37728,L3.2,chondrite,ordinary,L,,,3,0,,,,,,
Northwest Africa 2798,L3.2,1805,2005,NA,NA,L3.2,chondrite,ordinary,L,,,3,0,,,,,,
Northwest Africa 4444,L3.2,145,2005,NA,NA,L3.2,chondrite,ordinary,L,,,3,0,,,,,,
Northwest Africa 762,L3.2,2242,2000,NA,NA,L3.2,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 86022,L3.2-3.5,351.7,1986,-84.23169,161.52968,L3.2-3.5,chondrite,ordinary,L,,,3,1,,,,,,
Elephant Moraine 83395,L3.2-3.6,65.3,1983,-76.29639,157.22861,L3.2-3.6,chondrite,ordinary,L,,,3,1,,,,,,
Allan Hills A81229,L3.3,40,1981,-76.69222,159.34972,L3.3,chondrite,ordinary,L,,,3,0,,,,,,
Asuka 881381,L3.3,477.91,1988,-72,26,L3.3,chondrite,ordinary,L,,,3,0,,,,,,
Asuka 881399,L3.3,18.31,1988,-72,26,L3.3,chondrite,ordinary,L,,,3,0,,,,,,
Asuka 881494,L3.3,414.65,1988,-72,26,L3.3,chondrite,ordinary,L,,,3,0,,,,,,
Asuka 881522,L3.3,10.7,1988,-72,26,L3.3,chondrite,ordinary,L,,,3,0,,,,,,
Dhofar 008,L3.3,2200,1999,18.34167,54.18833,L3.3,chondrite,ordinary,L,,,3,0,,,,,,
Elephant Moraine 90066,L3.3,9.8,1990,-76.27713,156.46146,L3.3,chondrite,ordinary,L,,,3,0,,,,,,
Grosvenor Mountains 95536,L3.3,331.2,1995,-85.66667,175,L3.3,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 85401,L3.3,3.9,1985,-84.26791,161.43561,L3.3,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 86127,L3.3,11.9,1986,-84.25867,161.41623,L3.3,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 88033,L3.3,1.9,1988,-84.24613,161.4638,L3.3,chondrite,ordinary,L,,,3,0,,,,,,
MacAlpine Hills 88199,L3.3,28.9,1988,-84.21667,160.5,L3.3,chondrite,ordinary,L,,,3,0,,,,,,
Northwest Africa 2933,L3.3,511,2005,NA,NA,L3.3,chondrite,ordinary,L,,,3,0,,,,,,
Northwest Africa 6205,L3.3,6.97,2008,0,0,L3.3,chondrite,ordinary,L,,,3,0,,,,,,
Northwest Africa 7656,L3.3,2230,2012,0,0,L3.3,chondrite,ordinary,L,,,3,0,,,,,,
Northwest Africa 864,L3.3,972,2000,NA,NA,L3.3,chondrite,ordinary,L,,,3,0,,,,,,
Northwest Africa 866,L3.3,247,2000,NA,NA,L3.3,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 86307,L3.3-3.5,4.9,1986,-84.2713,161.43136,L3.3-3.5,chondrite,ordinary,L,,,3,1,,,,,,
Elephant Moraine 83399,L3.3-3.6,203.3,1983,-76.31806,157.26056,L3.3-3.6,chondrite,ordinary,L,,,3,1,,,,,,
Elephant Moraine 83260,L3.3-3.7,15.4,1983,-76.32861,157.22306,L3.3-3.7,chondrite,ordinary,L,,,3,1,,,,,,
Allan Hills 09010,L3.4,2.6,2009,0,0,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills 88044,L3.4,21,1988,-76.68656,159.34901,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills 94007,L3.4,1.2,1994,-76.71667,159.66667,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77167,L3.4,611.2,1977,-76.71667,159.66667,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77214,L3.4,2111,1977,-76.71667,159.66667,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A78038,L3.4,363,1978,-76.71667,159.66667,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A78041,L3.4,117.5,1978,-76.71667,159.66667,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A78162,L3.4,33.2,1978,-76.71667,159.66667,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A78176,L3.4,8.2,1978,-76.71667,159.66667,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A78235,L3.4,19.2,1978,-76.71667,159.66667,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A78239,L3.4,16,1978,-76.71667,159.66667,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A81030,L3.4,1851.6,1981,-76.70139,159.38861,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A81031,L3.4,1594.9,1981,-76.705,159.37944,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A81032,L3.4,726.8,1981,-76.69806,159.3875,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A81259,L3.4,9.9,1981,-76.69972,159.39889,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Asuka 880708,L3.4,33.2,1988,-72,26,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Elephant Moraine 87735,L3.4,4.2,1987,-76.27366,156.476,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Elephant Moraine 90080,L3.4,4.1,1990,-76.27008,156.54171,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Elephant Moraine 90261,L3.4,6.6,1990,-76.27359,156.48414,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Elephant Moraine 90628,L3.4,23.1,1990,-76.29366,156.36046,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Elephant Moraine 92100,L3.4,3.4,1992,-76.04157,156.3003,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Elephant Moraine 96015,L3.4,0.52,1996,-76.18333,157.16667,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Grosvenor Mountains 95505,L3.4,2031,1995,-85.66667,175,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Hallingeberg,L3.4,1456,1944,57.81667,16.23333,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 85339,L3.4,28.8,1985,-84.28677,161.3542,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 85434,L3.4,19.4,1985,-84.2882,161.33793,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 85437,L3.4,9.4,1985,-84.26708,161.3688,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 86102,L3.4,21.8,1986,-84.25945,161.34653,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 86105,L3.4,6.4,1986,-84.26032,161.38016,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 86213,L3.4,27.9,1986,-84.25466,161.35175,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 86246,L3.4,2.3,1986,-84.25628,161.39613,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 86367,L3.4,10.5,1986,-84.27142,161.42937,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 86505,L3.4,43.9,1986,-84.29543,161.3217,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 87208,L3.4,34.5,1987,-84.28333,161.08333,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 88175,L3.4,111.3,1988,-84.23816,161.43873,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 88254,L3.4,13.5,1988,-84.23535,161.46533,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 88261,L3.4,17.6,1988,-84.28456,161.33846,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 88263,L3.4,8.8,1988,-84.2838,161.34398,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 88452,L3.4,13.4,1988,-84.24884,161.42585,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 88634,L3.4,7.7,1988,-84.26728,161.4481,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 97202,L3.4,117.6,1997,-84.26667,161.5,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Mount Prestrud 95401,L3.4,186.5,1995,-86.56667,-165.11667,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Northwest Africa 2960,L3.4,433,2005,NA,NA,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Northwest Africa 7254,L3.4,1447,2004,0,0,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Queen Alexandra Range 93705,L3.4,55,1993,-84,168,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Queen Alexandra Range 94396,L3.4,2.8,1994,-84,168,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Queen Alexandra Range 94420,L3.4,2.1,1994,-84,168,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Queen Alexandra Range 99517,L3.4,1.4,1999,-84,168,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Ramlat as Sahmah 206,L3.4,251.03,2003,20.6205,56.14523,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Red Dry Lake 067,L3.4,6.2,2009,35.65868,-114.02573,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 74417,L3.4,44.5,1974,-71.73472,35.77222,L3.4,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills 83008,L3.4-3.7,272,1983,-76.69167,159.37306,L3.4-3.7,chondrite,ordinary,L,,,3,1,,,,,,
Allan Hills 83017,L3.5,0.6,1983,-76.82235,158.20609,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77011,L3.5,291.5,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77015,L3.5,411.1,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77031,L3.5,0.5,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77033,L3.5,9.3,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77034,L3.5,1.8,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77036,L3.5,8.5,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77043,L3.5,11.4,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77047,L3.5,20.5,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77049,L3.5,7.3,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77052,L3.5,112.2,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77115,L3.5,154.4,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77140,L3.5,78.6,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77160,L3.5,70.42,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77163,L3.5,24.3,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77164,L3.5,38.14,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77165,L3.5,30.5,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77166,L3.5,138.8,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77170,L3.5,12.2,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77175,L3.5,23.3,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77178,L3.5,5.7,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77185,L3.5,28,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77211,L3.5,26.7,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77241,L3.5,144.1,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77244,L3.5,39.5,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77249,L3.5,503.6,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77260,L3.5,744.3,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77303,L3.5,78.6,1977,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A78013,L3.5,4.1,1978,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A78017,L3.5,2.9,1978,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A78037,L3.5,0.5,1978,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A78133,L3.5,59.9,1978,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A78180,L3.5,7.9,1978,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A78186,L3.5,3.1,1978,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A78188,L3.5,0.9,1978,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A78236,L3.5,14.4,1978,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A78238,L3.5,9.8,1978,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A78243,L3.5,1.9,1978,-76.71667,159.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A79001,L3.5,32.3,1979,-76.70306,159.38944,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A79045,L3.5,115.4,1979,-76.70278,159.40139,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A80133,L3.5,3.6,1980,-76.69083,159.3725,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A81053,L3.5,2.5,1981,-76.68889,159.35889,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A81060,L3.5,28.3,1981,-76.70167,159.40083,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A81061,L3.5,23.7,1981,-76.70167,159.40083,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A81065,L3.5,13.1,1981,-76.68806,159.36084,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A81066,L3.5,8.7,1981,-76.68806,159.36084,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A81069,L3.5,7.2,1981,-76.68778,159.36028,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A81085,L3.5,16.2,1981,-76.69306,159.39222,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A81087,L3.5,8.4,1981,-76.69278,159.39222,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A81121,L3.5,88.4,1981,-76.70306,159.39972,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A81156,L3.5,19.7,1981,-76.69472,159.38944,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A81214,L3.5,4.4,1981,-76.68778,159.36,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A81243,L3.5,15,1981,-76.68944,159.38417,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Asuka 880938,L3.5,388.82,1988,-72,26,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Asuka 881124,L3.5,1136.8,1988,-72,26,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Dhofar 325,L3.5,584,2001,18.48167,54.135,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Elephant Moraine 90083,L3.5,3.6,1990,-76.28863,156.43292,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Graves Nunataks 06178,L3.5,37,2006,0,0,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Grosvenor Mountains 95504,L3.5,4018.3,1995,-85.66667,175,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Grosvenor Mountains 95512,L3.5,840.4,1995,-85.66667,175,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Grosvenor Mountains 95545,L3.5,142.1,1995,-85.66667,175,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Ioka,L3.5,31500,1931,40.25,-110.08333,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 86408,L3.5,1.4,1986,-84.25529,161.43171,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 86417,L3.5,1.6,1986,-84.2558,161.44739,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 86436,L3.5,3.9,1986,-84.2561,161.42018,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 86495,L3.5,2.5,1986,-84.26733,161.42405,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 87248,L3.5,13.8,1987,-84.28333,161.08333,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 87284,L3.5,38.6,1987,-84.28333,161.08333,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 88286,L3.5,3.9,1988,-84.24289,161.48879,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 88520,L3.5,3.1,1988,-84.25051,161.40302,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 88617,L3.5,3.2,1988,-84.26961,161.37881,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Lewis Cliff 88644,L3.5,15.9,1988,-84.29352,161.32904,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Meteorite Hills 96515,L3.5,308.7,1996,-79.68333,159.75,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Northwest Africa 2120,L3.5,702,2002,NA,NA,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Northwest Africa 2136,L3.5,1045,2004,NA,NA,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Northwest Africa 2785,L3.5,264,2005,NA,NA,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Northwest Africa 2911,L3.5,113,2005,NA,NA,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Northwest Africa 7181,L3.5,543,2011,0,0,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Northwest Africa 7658,L3.5,109,2012,0,0,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Queen Alexandra Range 93309,L3.5,8.4,1993,-84.60384,162.16312,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Queen Alexandra Range 93520,L3.5,1.8,1993,-84,168,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Queen Alexandra Range 93607,L3.5,1.5,1993,-84,168,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Thumrayt 002,L3.5,3072,2007,17.9695,54.06633,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 74441,L3.5,27.4,1974,-71.72361,35.74167,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 793272,L3.5,95.96,1979,-71.5,35.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 793369,L3.5,43.63,1979,-71.5,35.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 82133,L3.5,93.28,1982,-71.5,35.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Yamato 86712,L3.5,723.55,1986,-71.5,35.66667,L3.5,chondrite,ordinary,L,,,3,0,,,,,,
Elephant Moraine 82601,L3.5-3.7,149.5,1982,-76.30167,157.26528,L3.5-3.7,chondrite,ordinary,L,,,3,1,,,,,,
Reckling Peak A79008,L3.5-3.8,73,1979,-76.21615,158.54499,L3.5-3.8,chondrite,ordinary,L,,,3,1,,,,,,
Lewis Cliff 86021,L3.5-3.9,325.8,1986,-84.25386,161.3511,L3.5-3.9,chondrite,ordinary,L,,,3,1,,,,,,
Felt (b),L3.5-5,5590,1990,36.58333,-102.7,L3.5-5,chondrite,ordinary,L,,,5-Mar,1,,,,,,
Allan Hills 85070,L3.6,12.9,1985,-76.83832,156.33708,L3.6,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77013,L3.6,23,1977,-76.71667,159.66667,L3.6,chondrite,ordinary,L,,,3,0,,,,,,
Allan Hills A77050,L3.6,84.2,1977,-76.71667,159.66667,L3.6,chondrite,ordinary,L,,,3,0,,,,,,
